date,temperature,rainfall,humidity
2010-01-01,31.091031254558516,95.3060892677213,22.96873243737151
2010-01-02,29.5369427665272,73.40835697918266,41.62754446756669
2010-01-03,29.68618336209002,11.501457969406026,66.5378708559071
2010-01-04,30.647828824030444,18.136711618294232,61.41540163932522
2010-01-05,29.331782625419677,20.88061422325159,9.074522562669358
2010-01-06,30.957849944184108,38.361794648425374,12.389625446128845
2010-01-07,29.538505995040815,42.806453327207194,68.71195790643868
2010-01-08,30.60924750371151,24.634572530361243,74.25275954206991
2010-01-09,29.426179606041178,73.47968361424999,59.915514852665936
2010-01-10,29.739831758881103,5.349342537722457,45.31145732601949
2010-01-11,30.22058189056404,75.51101996197583,14.678449028108114
2010-01-12,30.69794659616978,18.91787466156626,4.437029251268125
2010-01-13,31.317248130774257,10.221817455439986,73.95793746909496
2010-01-14,31.12743743569091,92.6180156574648,16.05112177478994
2010-01-15,30.699091295922162,37.98734518586371,52.34564992843252
2010-01-16,31.122706806416883,62.401643572975196,76.1610415395989
2010-01-17,30.90947730664132,94.47383778799163,69.68115406101222
2010-01-18,30.426640043895688,42.971509835555125,48.993813344461536
2010-01-19,29.40643422951458,61.37967951821464,12.614351970392592
2010-01-20,28.94379211730432,4.76288022881135,48.81382554054524
2010-01-21,29.455599123686127,59.261474403026604,46.87905959562202
2010-01-22,30.317643490537517,1.9148127787033786,64.96797372188014
2010-01-23,29.824387390873156,5.726438836560299,41.61378502278478
2010-01-24,30.392397157698426,50.75651501549716,52.393612399823624
2010-01-25,31.25340920731933,82.63707133956588,37.147036729486814
2010-01-26,31.7659304999237,94.6426675804581,47.40199545961552
2010-01-27,31.084197001538826,95.85743755071897,79.40300428897476
2010-01-28,32.37604011236306,58.0844074496853,30.24005795215458
2010-01-29,29.883243828313603,46.048650754533305,79.96369092210608
2010-01-30,30.787086393708535,0.1577246660178222,77.02412492713079
2010-01-31,30.719664174970262,20.3591714073719,49.98293733194746
2010-02-01,30.354790347606283,84.66890528158045,7.070636307899489
2010-02-02,30.14479508180118,76.49261386023527,62.22196197860776
2010-02-03,31.647169712930513,9.14630983827166,2.2538526225206024
2010-02-04,29.910677490064263,35.55811811655379,69.73218285881119
2010-02-05,30.82860103658913,34.71352703958202,36.90658495183915
2010-02-06,29.59204231047138,54.72303631718841,55.35869883845274
2010-02-07,31.401186223431058,12.642422326308111,52.1746124829128
2010-02-08,29.70736517715436,49.567782038508525,62.623582397120785
2010-02-09,31.583603398661303,2.104298569839347,7.335701560619858
2010-02-10,31.10668599526655,49.73467319931262,11.625642985239875
2010-02-11,31.551636965916366,2.7182792137397715,74.01304539971888
2010-02-12,31.328430589453856,0.7383361071694572,39.10080951735141
2010-02-13,31.814712541093098,75.7549826494293,75.18763402478459
2010-02-14,30.391441794361736,74.08770545552052,61.76587245522741
2010-02-15,30.63686500734421,97.36902929132302,41.791351977605274
2010-02-16,32.073565604489545,97.0915441708765,37.29075539316591
2010-02-17,32.8838047949233,79.61354386770518,16.95661163416343
2010-02-18,31.16623418210996,13.795834865616696,25.580754025625765
2010-02-19,31.815951760292204,48.238422248852665,11.56304264335172
2010-02-20,32.34622238253222,38.70579609792981,77.77732831685576
2010-02-21,32.06899558314133,41.780102676839384,59.157258792817046
2010-02-22,31.035063782448923,1.291557705766666,14.07383933185475
2010-02-23,31.338338280890596,13.71423205249881,46.398195718117535
2010-02-24,32.36767976975878,41.480086643030155,19.686707184459003
2010-02-25,30.53825024724061,31.9983113318714,25.921468952186313
2010-02-26,32.394807736807024,63.166019284456844,25.366862746106946
2010-02-27,31.4618958369492,96.59924250210919,31.379121955418647
2010-02-28,31.651109511058706,87.97033851363672,41.317689102592226
2010-03-01,30.187864577891922,70.54501532531623,31.343644598880225
2010-03-02,29.864408088805856,83.39266710203844,69.25447188285662
2010-03-03,30.05168970631275,31.94439116778932,69.46557741736109
2010-03-04,31.88351106548251,61.35601073804716,69.5481134385934
2010-03-05,32.06106642432709,66.10217745502011,59.444672652713365
2010-03-06,31.805682426502592,0.7874229341703676,67.91449785722315
2010-03-07,31.596677327981507,84.28150525688967,53.04479971895239
2010-03-08,32.61613311172966,49.566322155230466,25.950214789777107
2010-03-09,33.84855075137539,69.1572306073969,39.02549175653485
2010-03-10,31.99740151070814,31.40776359160614,74.74498526069121
2010-03-11,31.099064065053998,13.556452057323565,72.52582906464657
2010-03-12,31.460800000744708,22.23440595255314,19.196589152648507
2010-03-13,32.55862640958048,67.4550694115007,29.99995248514951
2010-03-14,32.05653368510098,4.849964221159775,72.35074875419488
2010-03-15,33.00513010447052,92.06382867041837,67.62041707983411
2010-03-16,32.22540972079073,57.474962749165435,59.27267828349878
2010-03-17,32.22937501895912,28.221356885529502,44.035801123944864
2010-03-18,32.53458862910109,99.79116762637072,71.39120177827078
2010-03-19,32.50239029964685,0.9376544837576772,57.45060880072014
2010-03-20,33.011886193435146,93.84482161849796,8.190275616764255
2010-03-21,32.525175365836816,75.04865204569468,55.30392452524748
2010-03-22,32.07374721745564,18.985873949917153,20.423228836472074
2010-03-23,32.82227281348343,46.17407139342985,1.1351555132386615
2010-03-24,32.86704593525751,86.100190658222,71.85146103812927
2010-03-25,32.835104546229786,66.1887897044174,15.143357800950339
2010-03-26,32.14191280682378,1.8351262004183577,64.22520227222951
2010-03-27,31.11388878154666,31.190821978582317,4.600710976184104
2010-03-28,31.196508762049458,28.429427176998722,56.763761515526866
2010-03-29,30.86657831118163,87.0604316040256,6.590827755670858
2010-03-30,33.388194201290155,26.0367669967286,50.992576254691514
2010-03-31,32.17531493351912,16.38843395873978,74.0986378982428
2010-04-01,32.43644241658716,8.334899487470937,79.61909281047352
2010-04-02,32.0808990850958,24.35866401756175,39.1900120492121
2010-04-03,33.025740769456576,7.481224698945709,3.2473688258841715
2010-04-04,33.39646319723354,77.10577803039355,75.09997810762323
2010-04-05,31.085882727323852,98.09494819751379,63.63619629512216
2010-04-06,34.60435157540702,97.4739487548967,43.78549463841339
2010-04-07,31.93751875771051,65.0893620714563,59.878084956266804
2010-04-08,31.781873555055405,28.872716969381006,60.67851335221295
2010-04-09,32.63612400588018,79.71268397852815,55.22717083923368
2010-04-10,31.031603531594925,54.84275747005878,78.49727050306225
2010-04-11,33.37870097473506,79.95003267315563,33.05134121942719
2010-04-12,34.801769145171384,60.306677876138146,78.0059015118038
2010-04-13,33.780178998179935,46.71311993991895,39.99612075127658
2010-04-14,33.615048408221455,56.66892184544731,28.42081494917199
2010-04-15,32.026318403280776,60.32813909949588,13.839163060618658
2010-04-16,33.76978136081274,43.63485075108091,22.388668790960338
2010-04-17,32.69480635851398,51.680300152842726,5.039053571103338
2010-04-18,32.74589175634999,83.07164425383112,70.99229850607554
2010-04-19,31.370435893759062,77.44774284350132,52.02294216532597
2010-04-20,30.994278172708945,38.238995201294166,53.196452453534576
2010-04-21,32.054118905548115,77.17837327203998,75.95109859751537
2010-04-22,32.96335622180077,70.07620144992092,39.32751528460776
2010-04-23,33.62238736942709,70.48990186571409,36.8689929611526
2010-04-24,33.52763626950912,31.923092901892336,30.141327331003698
2010-04-25,33.725595124838954,45.48681982584907,9.656778167802136
2010-04-26,33.75594115532592,83.63795591021865,74.92548915608033
2010-04-27,32.1825028104395,93.99968432941068,72.32538482736602
2010-04-28,31.633076335857638,93.16965360623105,62.55991493379038
2010-04-29,33.567668799979536,20.993299454241832,55.01230744120463
2010-04-30,33.98364081967314,42.86347488862696,37.817202337827915
2010-05-01,33.25989992716944,2.9526770123852075,39.470497292163095
2010-05-02,34.16814041796663,84.9040908720357,13.461717110290818
2010-05-03,33.56982539160107,75.80720543128727,40.24974539388181
2010-05-04,31.596732397703807,50.042290117538634,4.6062057390620215
2010-05-05,34.750763439085084,30.386595146313546,48.09907626181907
2010-05-06,31.51201898748347,92.06113235843918,73.37307041871979
2010-05-07,33.82602774985324,78.46293272648568,32.66636252872745
2010-05-08,30.97523119959827,31.873464378888183,68.91972389677183
2010-05-09,34.52168266447048,47.30586166747142,45.957551527707565
2010-05-10,34.367658817142384,56.44338898455672,4.47769865605351
2010-05-11,33.80072234962948,46.04674069098412,66.02282024271152
2010-05-12,34.02793449527588,99.43077010915779,35.752894708805
2010-05-13,33.50999959750473,78.53475523787742,79.5231153659586
2010-05-14,32.108905071246404,81.05474667276155,2.5304729419736116
2010-05-15,32.522775804170074,60.515375027637,25.910770819939522
2010-05-16,33.248988284634436,66.4874441004559,5.096269229628767
2010-05-17,34.393816746839946,31.914389245359143,56.75869478803004
